DATE;TIME;OPEN;HIGH;LOW;CLOSE;VOLUME
2014.04.28;17:15:00;1,38542;1,38542;1,38492;1,38500;-1,00000
2014.04.28;18:00:00;1,38500;1,38535;1,38495;1,38526;-1,00000
2014.04.28;19:00:00;1,38526;1,38545;1,38515;1,38520;-1,00000
2014.04.28;20:00:00;1,38520;1,38568;1,38513;1,38564;-1,00000
2014.04.28;21:00:00;1,38564;1,38649;1,38549;1,38589;-1,00000
2014.04.28;22:00:00;1,38589;1,38620;1,38588;1,38610;-1,00000
2014.04.28;23:00:00;1,38610;1,38637;1,38597;1,38628;-1,00000
2014.04.29;00:00:00;1,38628;1,38637;1,38616;1,38617;-1,00000
2014.04.29;01:00:00;1,38617;1,38701;1,38602;1,38666;-1,00000
2014.04.29;02:00:00;1,38666;1,38720;1,38634;1,38685;-1,00000
2014.04.29;03:00:00;1,38685;1,38793;1,38591;1,38703;-1,00000
2014.04.29;04:00:00;1,38703;1,38705;1,38545;1,38688;-1,00000
2014.04.29;05:00:00;1,38688;1,38704;1,38607;1,38637;-1,00000
2014.04.29;06:00:00;1,38637;1,38675;1,38584;1,38610;-1,00000
2014.04.29;07:00:00;1,38610;1,38642;1,38547;1,38583;-1,00000
2014.04.29;08:00:00;1,38583;1,38583;1,38114;1,38290;-1,00000
2014.04.29;09:00:00;1,38290;1,38302;1,38189;1,38223;-1,00000
2014.04.29;10:00:00;1,38223;1,38276;1,38151;1,38168;-1,00000
2014.04.29;11:00:00;1,38168;1,38206;1,38057;1,38072;-1,00000
2014.04.29;12:00:00;1,38072;1,38139;1,38058;1,38112;-1,00000
2014.04.29;13:00:00;1,38112;1,38141;1,38075;1,38097;-1,00000
2014.04.29;14:00:00;1,38097;1,38129;1,38079;1,38096;-1,00000
2014.04.29;15:00:00;1,38096;1,38131;1,38092;1,38101;-1,00000
2014.04.29;16:00:00;1,38101;1,38137;1,38090;1,38119;-1,00000
2014.04.29;17:15:00;1,38114;1,38146;1,38101;1,38122;-1,00000
2014.04.29;18:00:00;1,38122;1,38127;1,38079;1,38111;-1,00000
2014.04.29;19:00:00;1,38111;1,38151;1,38098;1,38129;-1,00000
2014.04.29;20:00:00;1,38129;1,38156;1,38077;1,38098;-1,00000
2014.04.29;21:00:00;1,38098;1,38107;1,38082;1,38087;-1,00000
2014.04.29;22:00:00;1,38087;1,38096;1,38038;1,38066;-1,00000
2014.04.29;23:00:00;1,38066;1,38082;1,38053;1,38062;-1,00000
2014.04.30;00:00:00;1,38062;1,38102;1,38052;1,38069;-1,00000
2014.04.30;01:00:00;1,38069;1,38078;1,38012;1,38016;-1,00000
2014.04.30;02:00:00;1,38016;1,38128;1,37973;1,38090;-1,00000
2014.04.30;03:00:00;1,38090;1,38133;1,38016;1,38068;-1,00000
2014.04.30;04:00:00;1,38068;1,38098;1,37872;1,37950;-1,00000
2014.04.30;05:00:00;1,37950;1,38338;1,37733;1,38219;-1,00000
2014.04.30;06:00:00;1,38219;1,38370;1,38219;1,38299;-1,00000
2014.04.30;07:00:00;1,38299;1,38576;1,38277;1,38490;-1,00000
2014.04.30;08:00:00;1,38490;1,38715;1,38444;1,38597;-1,00000
2014.04.30;09:00:00;1,38597;1,38700;1,38536;1,38562;-1,00000
2014.04.30;10:00:00;1,38562;1,38693;1,38552;1,38640;-1,00000
2014.04.30;11:00:00;1,38640;1,38769;1,38621;1,38687;-1,00000
2014.04.30;12:00:00;1,38687;1,38707;1,38650;1,38659;-1,00000
2014.04.30;13:00:00;1,38659;1,38686;1,38623;1,38644;-1,00000
2014.04.30;14:00:00;1,38644;1,38764;1,38566;1,38724;-1,00000
2014.04.30;15:00:00;1,38724;1,38734;1,38680;1,38729;-1,00000
2014.04.30;16:00:00;1,38729;1,38741;1,38655;1,38672;-1,00000
2014.04.30;17:15:00;1,38667;1,38693;1,38647;1,38660;-1,00000
2014.04.30;18:00:00;1,38660;1,38711;1,38658;1,38695;-1,00000
2014.04.30;19:00:00;1,38695;1,38748;1,38676;1,38681;-1,00000
2014.04.30;20:00:00;1,38681;1,38698;1,38656;1,38693;-1,00000
2014.04.30;21:00:00;1,38693;1,38723;1,38684;1,38695;-1,00000
2014.04.30;22:00:00;1,38695;1,38733;1,38695;1,38713;-1,00000
2014.04.30;23:00:00;1,38713;1,38714;1,38696;1,38699;-1,00000
2014.05.01;00:00:00;1,38699;1,38733;1,38694;1,38730;-1,00000
2014.05.01;01:00:00;1,38730;1,38746;1,38696;1,38696;-1,00000
2014.05.01;02:00:00;1,38696;1,38881;1,38694;1,38867;-1,00000
2014.05.01;03:00:00;1,38867;1,38893;1,38854;1,38855;-1,00000
2014.05.01;04:00:00;1,38855;1,38874;1,38844;1,38861;-1,00000
2014.05.01;05:00:00;1,38861;1,38872;1,38773;1,38809;-1,00000
2014.05.01;06:00:00;1,38809;1,38812;1,38755;1,38757;-1,00000
2014.05.01;07:00:00;1,38757;1,38783;1,38699;1,38749;-1,00000
2014.05.01;08:00:00;1,38749;1,38818;1,38719;1,38737;-1,00000
2014.05.01;09:00:00;1,38737;1,38780;1,38674;1,38706;-1,00000
2014.05.01;10:00:00;1,38706;1,38772;1,38644;1,38654;-1,00000
2014.05.01;11:00:00;1,38654;1,38680;1,38628;1,38666;-1,00000
2014.05.01;12:00:00;1,38666;1,38680;1,38643;1,38679;-1,00000
2014.05.01;13:00:00;1,38679;1,38711;1,38659;1,38711;-1,00000
2014.05.01;14:00:00;1,38711;1,38731;1,38643;1,38646;-1,00000
2014.05.01;15:00:00;1,38646;1,38659;1,38636;1,38646;-1,00000
2014.05.01;16:00:00;1,38646;1,38701;1,38639;1,38693;-1,00000
2014.05.01;17:15:00;1,38682;1,38691;1,38660;1,38672;-1,00000
2014.05.01;18:00:00;1,38672;1,38710;1,38672;1,38686;-1,00000
2014.05.01;19:00:00;1,38686;1,38701;1,38672;1,38700;-1,00000
2014.05.01;20:00:00;1,38700;1,38700;1,38608;1,38637;-1,00000
2014.05.01;21:00:00;1,38637;1,38637;1,38597;1,38601;-1,00000
2014.05.01;22:00:00;1,38601;1,38606;1,38573;1,38596;-1,00000
2014.05.01;23:00:00;1,38596;1,38616;1,38586;1,38614;-1,00000
2014.05.02;00:00:00;1,38614;1,38628;1,38614;1,38627;-1,00000
2014.05.02;01:00:00;1,38627;1,38636;1,38557;1,38596;-1,00000
2014.05.02;02:00:00;1,38596;1,38617;1,38568;1,38573;-1,00000
2014.05.02;03:00:00;1,38573;1,38599;1,38521;1,38546;-1,00000
2014.05.02;04:00:00;1,38546;1,38647;1,38525;1,38628;-1,00000
2014.05.02;05:00:00;1,38628;1,38633;1,38567;1,38579;-1,00000
2014.05.02;06:00:00;1,38579;1,38642;1,38570;1,38617;-1,00000
2014.05.02;07:00:00;1,38617;1,38672;1,38586;1,38672;-1,00000
2014.05.02;08:00:00;1,38672;1,38677;1,38144;1,38286;-1,00000
2014.05.02;09:00:00;1,38286;1,38294;1,38123;1,38204;-1,00000
2014.05.02;10:00:00;1,38204;1,38718;1,38183;1,38641;-1,00000
2014.05.02;11:00:00;1,38641;1,38729;1,38588;1,38641;-1,00000
2014.05.02;12:00:00;1,38641;1,38664;1,38604;1,38640;-1,00000
2014.05.02;13:00:00;1,38640;1,38782;1,38639;1,38780;-1,00000
2014.05.02;14:00:00;1,38780;1,38817;1,38709;1,38710;-1,00000
2014.05.02;15:00:00;1,38710;1,38759;1,38698;1,38715;-1,00000
2014.05.02;16:00:00;1,38715;1,38749;1,38686;1,38703;-1,00000
2014.05.04;17:15:00;1,38773;1,38803;1,38698;1,38726;-1,00000
2014.05.04;18:00:00;1,38726;1,38772;1,38717;1,38752;-1,00000
