DATE;OPEN;HIGH;LOW;CLOSE;VOLUME
2007.12.31;1,47138;1,47478;1,45695;1,45900;-1,00000
2008.01.02;1,45915;1,47500;1,45890;1,47145;-1,00000
2008.01.03;1,47180;1,47813;1,46873;1,47513;-1,00000
2008.01.04;1,47520;1,48253;1,46955;1,47425;-1,00000
2008.01.07;1,47505;1,47565;1,46585;1,46955;-1,00000
2008.01.08;1,46910;1,47435;1,46813;1,47075;-1,00000
2008.01.09;1,47080;1,47428;1,46395;1,46595;-1,00000
2008.01.10;1,46560;1,48145;1,46415;1,48043;-1,00000
2008.01.11;1,48040;1,48193;1,47615;1,47765;-1,00000
2008.01.14;1,47880;1,49153;1,47870;1,48690;-1,00000
2008.01.15;1,48690;1,49225;1,48003;1,48043;-1,00000
2008.01.16;1,48040;1,48595;1,45953;1,46523;-1,00000
2008.01.17;1,46520;1,47148;1,45893;1,46420;-1,00000
2008.01.18;1,46330;1,46958;1,46025;1,46205;-1,00000
2008.01.21;1,46030;1,46030;1,44213;1,44543;-1,00000
2008.01.22;1,44580;1,46448;1,43655;1,46295;-1,00000
2008.01.23;1,46295;1,46845;1,45118;1,46300;-1,00000
2008.01.24;1,46035;1,47795;1,45915;1,47555;-1,00000
2008.01.25;1,47590;1,47775;1,46605;1,46818;-1,00000
2008.01.28;1,46820;1,47978;1,46618;1,47810;-1,00000
2008.01.29;1,47890;1,47975;1,47375;1,47765;-1,00000
2008.01.30;1,47760;1,49073;1,47555;1,48620;-1,00000
2008.01.31;1,48660;1,49138;1,48028;1,48605;-1,00000
2008.02.01;1,48640;1,49535;1,47868;1,48025;-1,00000
2008.02.04;1,48045;1,48493;1,47935;1,48295;-1,00000
2008.02.05;1,48300;1,48350;1,46225;1,46478;-1,00000
2008.02.06;1,46475;1,46713;1,45915;1,46320;-1,00000
2008.02.07;1,46300;1,46515;1,44398;1,44855;-1,00000
2008.02.08;1,44845;1,45468;1,44513;1,45053;-1,00000
2008.02.11;1,45175;1,45773;1,44815;1,45188;-1,00000
2008.02.12;1,45190;1,46153;1,44965;1,45840;-1,00000
2008.02.13;1,45835;1,45988;1,45320;1,45735;-1,00000
2008.02.14;1,45735;1,46488;1,45490;1,46430;-1,00000
2008.02.15;1,46420;1,47095;1,46315;1,46820;-1,00000
2008.02.18;1,46795;1,46905;1,46108;1,46578;-1,00000
2008.02.19;1,46570;1,47568;1,46420;1,47255;-1,00000
2008.02.20;1,47255;1,47315;1,46148;1,47150;-1,00000
2008.02.21;1,47145;1,48380;1,47030;1,48140;-1,00000
2008.02.22;1,48140;1,48628;1,47890;1,48265;-1,00000
2008.02.25;1,48390;1,48445;1,47948;1,48300;-1,00000
2008.02.26;1,48300;1,49863;1,47785;1,49745;-1,00000
2008.02.27;1,49745;1,51438;1,49730;1,51203;-1,00000
